klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,is_segbsp,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_bsp_bi_amp,feat_zs_cnt,feat_break_bi_amp,feat_break_bi_klu_cnt,feat_break_bi_amp_rate,feat_bi_amp,feat_bi_klu_cnt,feat_bi_amp_rate,feat_level,feat_bsp_type,macd_value,macd_dif,macd_dea,rsi,kdj_k,kdj_d,kdj_j,dmi_plus,dmi_minus,dmi_adx,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,snapshot_first_seen,snapshot_last_seen,snapshot_first_seen_ts,profit_target_pct,profit_target_distance,has_profit_target,exit_type,exit_klu_idx,exit_price,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,date,is_mature,direction_encoded
84.0,2021-10-01 11:00:00,356.4,356.69,356.21,356.275,724995.0,2,2,0.0,sell,False,0.46385542168674576,3.6208729508196753,22.21311475409836,0.010078873748141917,0.25154970812966093,-0.6976579400176075,-0.571883085952777,-0.001604933755679998,49.041334235168755,61.747285230008394,39.86001356455536,105.52182856091446,724995.0,2.3100000000000023,1.0,4.980000000000018,29.0,0.013857969723953745,2.3100000000000023,5.0,0.0065184265477735825,2.0,2.0,0.25154970812966093,-0.571883085952777,-0.6976579400176075,49.041334235168755,61.747285230008394,39.86001356455536,105.52182856091446,19.84281710734746,16.885411408379447,47.95507553916828,-0.035072951739618406,0.13475197215126422,0.29000000000002046,0.06499999999999773,0.125,0.0,85.0,85.0,2021-10-01 11:00:00,-0.3550628026103553,22.0,1.0,best_within_2.0d,106.0,357.54,0.46385542168674576,4.980000000000018,29.0,0.013857969723953745,2.3100000000000023,5.0,0.0065184265477735825,0.5204808366215239,4.650188679245295,30.18867924528302,0.012980222135228233,3.6907018867924513,45.35849056603774,0.010274437758769484,1.7169811320754718,0.0017008594546091284,1.331633333333349,16.8,0.003716066911361102,2021-10-01,0.0,1
86.0,2021-10-01 11:10:00,355.56,357.495,355.56,357.3,775795.0,2,2,0.0,sell,False,0.6255020080321281,3.6208729508196753,22.21311475409836,0.010078873748141917,0.4584850646573808,-0.6103300491728516,-0.3810875168441612,-0.001069432958468602,57.438131142795775,69.75290490877174,53.801946201508926,101.65482232329737,775795.0,3.115000000000009,1.0,4.980000000000018,29.0,0.013857969723953745,3.115000000000009,7.0,0.008789999435634091,2.0,2.0,0.4584850646573808,-0.3810875168441612,-0.6103300491728516,57.438131142795775,69.75290490877174,53.801946201508926,101.65482232329737,23.98944830609332,18.239244786774158,42.393874362445025,0.48936888288896646,0.5442119473506588,0.19499999999999318,0.0,1.740000000000009,1.0,87.0,87.0,2021-10-01 11:10:00,-0.0671704450042007,20.0,1.0,best_within_2.0d,106.0,357.54,0.6255020080321281,4.980000000000018,29.0,0.013857969723953745,3.115000000000009,7.0,0.008789999435634091,0.5204808366215239,4.650188679245295,30.18867924528302,0.012980222135228233,3.6907018867924513,45.35849056603774,0.010274437758769484,1.7169811320754718,0.0017008594546091284,1.331633333333349,16.8,0.003716066911361102,2021-10-01,0.0,1
87.0,2021-10-01 11:15:00,357.315,357.565,357.02,357.565,706638.0,2,2,0.0,sell,False,0.639558232931725,3.6208729508196753,22.21311475409836,0.010078873748141917,0.616258078011958,-0.5332977894213569,-0.22516875041537787,-0.0006317232641568035,59.17661461481377,79.83526993918116,62.479720780733004,114.54636825607747,706638.0,3.1850000000000023,1.0,4.980000000000018,29.0,0.013857969723953745,3.1850000000000023,8.0,0.008987527512839332,2.0,2.0,0.616258078011958,-0.22516875041537787,-0.5332977894213569,59.17661461481377,79.83526993918116,62.479720780733004,114.54636825607747,24.878176536880495,17.77828923350414,40.55462192616478,0.06996627625484517,0.15265251246429218,0.0,0.2950000000000159,0.25,1.0,88.0,88.0,2021-10-01 11:15:00,0.006991735768315485,19.0,1.0,best_within_2.0d,106.0,357.54,0.639558232931725,4.980000000000018,29.0,0.013857969723953745,3.1850000000000023,8.0,0.008987527512839332,0.5204808366215239,4.650188679245295,30.18867924528302,0.012980222135228233,3.6907018867924513,45.35849056603774,0.010274437758769484,1.7169811320754718,0.0017008594546091284,1.331633333333349,16.8,0.003716066911361102,2021-10-01,0.0,1
88.0,2021-10-01 11:20:00,357.56,357.88,357.23,357.8092,611989.0,2,2,0.0,sell,False,0.7028112449799171,3.6208729508196753,22.21311475409836,0.010078873748141917,0.7237343747495558,-0.4428309925776624,-0.08096380520288449,-0.0002270835741626267,60.7669418901136,85.88256091183487,70.28066749110029,117.08634775330407,611989.0,3.5,1.0,4.980000000000018,29.0,0.013857969723953745,3.5,9.0,0.009876403860262995,2.0,2.0,0.7237343747495558,-0.08096380520288449,-0.4428309925776624,60.7669418901136,85.88256091183487,70.28066749110029,117.08634775330407,25.787693730079837,18.167441181479692,38.89617986563245,0.06969459671103408,0.1819556028329024,0.07080000000001974,0.3299999999999841,0.24919999999997344,1.0,89.0,89.0,2021-10-01 11:20:00,0.07523562837399242,18.0,1.0,best_within_2.0d,106.0,357.54,0.7028112449799171,4.980000000000018,29.0,0.013857969723953745,3.5,9.0,0.009876403860262995,0.5204808366215239,4.650188679245295,30.18867924528302,0.012980222135228233,3.6907018867924513,45.35849056603774,0.010274437758769484,1.7169811320754718,0.0017008594546091284,1.331633333333349,16.8,0.003716066911361102,2021-10-01,0.0,1
89.0,2021-10-01 11:25:00,357.8,357.89,357.42,357.4893,403544.0,2,2,0.0,sell,False,0.7048192771084293,3.6208729508196753,22.21311475409836,0.010078873748141917,0.7204029534942162,-0.35278062339088534,0.0074208533562227785,2.080955466834483e-05,57.601291326186,86.67146289528017,75.74426595916024,108.52585676752003,403544.0,3.509999999999991,1.0,4.980000000000018,29.0,0.013857969723953745,3.509999999999991,10.0,0.009904622157006578,2.0,2.0,0.7204029534942162,0.0074208533562227785,-0.35278062339088534,57.601291326186,86.67146289528017,75.74426595916024,108.52585676752003,27.881261855021616,10.401825126963505,39.37919404864059,-0.0868362213527102,0.13149795758490582,0.08999999999997499,0.06929999999999836,0.3106999999999971,0.0,90.0,90.0,2021-10-01 11:25:00,-0.01418224265733441,17.0,1.0,best_within_2.0d,106.0,357.54,0.7048192771084293,4.980000000000018,29.0,0.013857969723953745,3.509999999999991,10.0,0.009904622157006578,0.5204808366215239,4.650188679245295,30.18867924528302,0.012980222135228233,3.6907018867924513,45.35849056603774,0.010274437758769484,1.7169811320754718,0.0017008594546091284,1.331633333333349,16.8,0.003716066911361102,2021-10-01,0.0,1
90.0,2021-10-01 11:30:00,357.49,357.98,357.37,357.93,376719.0,2,2,0.0,sell,False,0.7228915662650621,3.6208729508196753,22.21311475409836,0.010078873748141917,0.7432315260560708,-0.2598766826338765,0.11173908039415892,0.0003132526730356689,60.64308749348637,90.47328295582767,80.65393829138272,110.11197228471755,376719.0,3.6000000000000227,1.0,4.980000000000018,29.0,0.013857969723953745,3.6000000000000227,11.0,0.010158586827699144,2.0,2.0,0.7432315260560708,0.11173908039415892,-0.2598766826338765,60.64308749348637,90.47328295582767,80.65393829138272,110.11197228471755,29.439961221870664,6.642550021094686,41.07934675518016,0.12308036588435976,0.17069144024400865,0.05000000000001137,0.12000000000000455,0.4399999999999977,1.0,91.0,91.0,2021-10-01 11:30:00,0.10895985248511898,16.0,1.0,best_within_2.0d,106.0,357.54,0.7228915662650621,4.980000000000018,29.0,0.013857969723953745,3.6000000000000227,11.0,0.010158586827699144,0.5204808366215239,4.650188679245295,30.18867924528302,0.012980222135228233,3.6907018867924513,45.35849056603774,0.010274437758769484,1.7169811320754718,0.0017008594546091284,1.331633333333349,16.8,0.003716066911361102,2021-10-01,0.0,1
91.0,2021-10-01 11:35:00,357.92,358.2796,357.65,358.21,457493.0,2,2,0.0,sell,False,0.7830522088353427,3.6208729508196753,22.21311475409836,0.010078873748141917,0.7590549923040096,-0.1649948085958753,0.21453268755612953,0.0006012395475702871,62.48464871140233,92.83755302384552,84.71514320220365,109.08237266712922,457493.0,3.899600000000021,1.0,4.980000000000018,29.0,0.013857969723953745,3.899600000000021,12.0,0.01100400699813765,2.0,2.0,0.7590549923040096,0.21453268755612953,-0.1649948085958753,62.48464871140233,92.83755302384552,84.71514320220365,109.08237266712922,32.04415437918006,6.624947403289254,42.840478313540316,0.08102369244522899,0.17603802600308655,0.06960000000003674,0.27000000000003865,0.2899999999999636,1.0,92.0,92.0,2021-10-01 11:35:00,0.18704112113005197,15.0,1.0,best_within_2.0d,106.0,357.54,0.7830522088353427,4.980000000000018,29.0,0.013857969723953745,3.899600000000021,12.0,0.01100400699813765,0.5204808366215239,4.650188679245295,30.18867924528302,0.012980222135228233,3.6907018867924513,45.35849056603774,0.010274437758769484,1.7169811320754718,0.0017008594546091284,1.331633333333349,16.8,0.003716066911361102,2021-10-01,0.0,1
92.0,2021-10-01 11:40:00,358.21,358.51,357.95,358.34,456925.0,2,2,0.0,sell,False,0.8293172690763013,3.6208729508196753,22.21311475409836,0.010078873748141917,0.7487829623644253,-0.07139693830032212,0.30299454288189054,0.0008488903817743461,63.342279954228424,93.32982910619785,87.58670517020171,104.81607697819013,456925.0,4.1299999999999955,1.0,4.980000000000018,29.0,0.013857969723953745,4.1299999999999955,13.0,0.011654156555110321,2.0,2.0,0.7487829623644253,0.30299454288189054,-0.07139693830032212,63.342279954228424,93.32982910619785,87.58670517020171,104.81607697819013,33.625186453543265,6.090080230187325,44.73267905918628,0.03629156081627969,0.15644643106579195,0.17000000000001592,0.2599999999999909,0.12999999999999545,1.0,93.0,93.0,2021-10-01 11:40:00,0.2232516604342118,14.0,1.0,best_within_2.0d,106.0,357.54,0.8293172690763013,4.980000000000018,29.0,0.013857969723953745,4.1299999999999955,13.0,0.011654156555110321,0.5204808366215239,4.650188679245295,30.18867924528302,0.012980222135228233,3.6907018867924513,45.35849056603774,0.010274437758769484,1.7169811320754718,0.0017008594546091284,1.331633333333349,16.8,0.003716066911361102,2021-10-01,0.0,1
93.0,2021-10-01 11:45:00,358.34,358.54,358.12,358.19,414603.0,2,2,0.0,sell,False,0.8353413654618493,3.6208729508196753,22.21311475409836,0.010078873748141917,0.6852487381789576,0.014259153972047578,0.3568835230615264,0.0009996080981044119,61.59262316263833,91.69008474629504,88.95449836223281,97.1612575144195,414603.0,4.160000000000025,1.0,4.980000000000018,29.0,0.013857969723953745,4.160000000000025,14.0,0.01173881144534123,2.0,2.0,0.6852487381789576,0.3568835230615264,0.014259153972047578,61.59262316263833,91.69008474629504,88.95449836223281,97.1612575144195,32.36384736035679,6.255723079991607,46.36629857986991,-0.041859686331410746,0.11727912431587621,0.20000000000004547,0.06999999999999318,0.14999999999997726,0.0,94.0,94.0,2021-10-01 11:45:00,0.1814679360116076,13.0,1.0,best_within_2.0d,106.0,357.54,0.8353413654618493,4.980000000000018,29.0,0.013857969723953745,4.160000000000025,14.0,0.01173881144534123,0.5204808366215239,4.650188679245295,30.18867924528302,0.012980222135228233,3.6907018867924513,45.35849056603774,0.010274437758769484,1.7169811320754718,0.0017008594546091284,1.331633333333349,16.8,0.003716066911361102,2021-10-01,1.0,1
106.0,2021-10-01 12:50:00,357.75,357.815,357.03,357.54,548429.0,3a,3a,1.0,buy,False,0.0015159596867017223,3.6208729508196753,22.21311475409836,0.010078873748141917,-0.10889275323946884,0.24534282193830617,0.19089644531857175,0.0005340170210371295,51.0092869843299,47.414450372733114,48.18992843238229,45.863494253434766,548429.0,1.5100000000000477,2.0,1.5100000000000477,14.0,0.004211524516093177,1.5100000000000477,14.0,0.004211524516093177,3.0,3.0,-0.10889275323946884,0.19089644531857175,0.24534282193830617,51.0092869843299,47.414450372733114,48.18992843238229,45.863494253434766,11.985056929020395,26.32887506215654,30.574589245662537,-0.058700209643600156,0.21986947875529372,0.06499999999999773,0.5100000000000477,0.20999999999997954,0.0,118.0,118.0,2021-10-01 13:45:00,0.9817083403255553,28.0,1.0,best_within_2.0d,134.0,361.05,0.5898811438954007,3.191144000000005,28.64,0.008882949891172361,1.642282000000007,10.42,0.004598259089317599,0.5204808366215239,4.650188679245295,30.18867924528302,0.012980222135228233,3.6907018867924513,45.35849056603774,0.010274437758769484,1.7169811320754718,0.0015159596867017223,1.5100000000000477,14.0,0.004211524516093177,2021-10-01,1.0,0
106.0,2021-10-01 12:50:00,357.75,357.815,357.03,357.54,548429.0,2,2,1.0,buy,False,0.36298076923077854,3.6208729508196753,22.21311475409836,0.010078873748141917,-0.10889275323946884,0.24534282193830617,0.19089644531857175,0.0005340170210371295,51.0092869843299,47.414450372733114,48.18992843238229,45.863494253434766,548429.0,1.5100000000000477,1.0,4.160000000000025,14.0,0.01173881144534123,1.5100000000000477,14.0,0.004211524516093177,2.0,2.0,-0.10889275323946884,0.19089644531857175,0.24534282193830617,51.0092869843299,47.414450372733114,48.18992843238229,45.863494253434766,11.985056929020395,26.32887506215654,30.574589245662537,-0.058700209643600156,0.21986947875529372,0.06499999999999773,0.5100000000000477,0.20999999999997954,0.0,255.0,255.0,2021-10-04 09:35:00,0.9817083403255553,28.0,1.0,best_within_2.0d,134.0,361.05,0.36298076923077854,4.160000000000025,14.0,0.01173881144534123,1.5100000000000477,14.0,0.004211524516093177,0.5204808366215239,4.650188679245295,30.18867924528302,0.012980222135228233,3.6907018867924513,45.35849056603774,0.010274437758769484,1.7169811320754718,0.0017008594546091284,1.331633333333349,16.8,0.003716066911361102,2021-10-01,1.0,0
